HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"","5","With at least one outer ply of long leaf pine (<u>Pinus</u> <u>palustris</u>), short leaf pine (<u>Pinus</u> <u>echinata</u>), southern yellow pine (loblolly pine)(<u>Pinus</u> <u>taeda</u>), slash pine (<u>Pinus</u> <u>elliotti</u>), pitch pine (<u>Pinus</u> <u>rigida</u>) or Virginia pine (<u>Pinus</u> <u>virginiana</u>):","","","","","",""
"4412.39.40.31","6","Rough, or touch sanded for sizing purposes, but not further processed","[""m<sup>3<\/sup>""]","","","","",""
"4412.39.40.32","6","Fully sanded on at least one face, but not further processed","[""m<sup>3<\/sup>""]","","","","",""
"4412.39.40.39","6","Other","[""m<sup>3<\/sup>""]","","","","",""
"","5","With at least one outer ply of <u>Agathis</u> spp.:","","","","","",""
"4412.39.40.51","6","Rough, or touch sanded for sizing purposes, but not further processed","[""m<sup>3<\/sup>""]","","","","",""
"4412.39.40.52","6","Fully sanded on at least one face, but not further processed","[""m<sup>3<\/sup>""]","","","","",""
"4412.39.40.59","6","Other","[""m<sup>3<\/sup>""]","","","","",""
"","5","Other:","","","","","",""
"4412.39.40.61","6","Rough, or touch sanded for sizing purposes, but not further processed","[""m<sup>3<\/sup>""]","","","","",""
"4412.39.40.62","6","Fully sanded on at least one face, but not further processed","[""m<sup>3<\/sup>""]","","","","",""
"4412.39.40.69","6","Other","[""m<sup>3<\/sup>""]","","","","",""
"4412.39.50","3","Other","","5.1%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"4412.39.50.10","4","With at least one outer ply of Douglas fir (<u>Pseudotsuga</u> <u>menziesii</u>)","[""m<sup>3<\/sup>""]","","","","",""
"4412.39.50.30","4","With at least one outer ply of long leaf pine (<u>Pinus</u> <u>palustris</u>), short leaf pine (<u>Pinus</u> <u>echinata</u>), southern yellow pine (loblolly pine) (<u>Pinus</u> <u>taeda</u>), slash pine (<u>Pinus</u> <u>elliotti</u>), pitch pine (<u>Pinus</u> <u>rigida</u>) or Virginia pine (<u>Pinus</u> <u>virginiana</u>)","[""m<sup>3<\/sup>""]","","","","",""
"4412.39.50.50","4","Other","[""m<sup>3<\/sup>""]","","","","",""
"","1","Laminated veneered lumber (LVL):","","","","","",""
"4412.41.00.00","2","With at least one outer ply of tropical wood","[""m<sup>3<\/sup>""]","Free","","40%","",""
"4412.42.00.00","2","Other, with at least one outer ply of nonconiferous wood","[""m<sup>3<\/sup>""]","Free","","40%","",""
"4412.49.00.00","2","Other, with both outer plies of coniferous wood","[""m<sup>3<\/sup>""]","Free","","40%","",""
"","1","Blockboard, laminboard and battenboard:","","","","","",""
"4412.51","2","With at least one outer ply of tropical wood:","","","","","",""
"","3","Plywood:","","","","","",""
"","4","Not surface covered, or surface covered with a clear or transparent material which does not obscure the grain, texture or markings of the face ply:","","","","","",""
"4412.51.10","5","With a face ply of birch (<u>Betula</u> spp.)","","Free","","50%","",""
"4412.51.10.30","6","Not surface covered","[""m<sup>3<\/sup>""]","","","","",""
"4412.51.10.50","6","Other","[""m<sup>3<\/sup>""]","","","","",""
"4412.51.31","5","Other","","8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"4412.51.31.05","6","Wood flooring","[""m<sup>2<\/sup>"",""m<sup>3<\/sup>""]","","","","",""
"","6","Other:","","","","","",""
"4412.51.31.11","7","With a face ply of Spanish cedar (<u>Cedrela</u> spp.)","[""m<sup>2<\/sup>"",""m<sup>3<\/sup>""]","","","","",""
"4412.51.31.21","7","With a face ply of walnut (<u>Juglans</u> spp.)","[""m<sup>2<\/sup>"",""m<sup>3<\/sup>""]","","","","",""
"4412.51.31.41","7","With a face ply of mahogany (<u>Swietenia</u> spp. or <u>Khaya</u> spp.)","[""m<sup>2<\/sup>"",""m<sup>3<\/sup>""]","","","","",""
"","7","Other:","","","","","",""
"4412.51.31.61","8","Not surface covered","[""m<sup>2<\/sup>"",""m<sup>3<\/sup>""]","","","","",""
"4412.51.31.75","8","Other","[""m<sup>2<\/sup>"",""m<sup>3<\/sup>""]","","","","",""
"4412.51.41.00","4","Other","[""m<sup>3<\/sup>""]","8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"4412.51.51.00","3","Other","[""m<sup>3<\/sup>""]","Free","","40%","",""
"4412.52","2","Other, with at least one outer ply of nonconiferous wood:","","","","","",""
"","3","Plywood:","","","","","",""
"","4","Not surface covered, or surface covered with a clear or transparent material which does not obscure the grain, texture or markings of the face ply:","","","","","",""
"4412.52.10","5","With a face ply of birch (<u>Betula</u> spp.)","","Free","","50%","",""
"4412.52.10.30","6","Not surface covered","[""m<sup>3<\/sup>""]","","","","",""
"4412.52.10.50","6","Other","[""m<sup>3<\/sup>""]","","","","",""
"4412.52.31","5","Other","","8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"4412.52.31.05","6","Wood flooring","[""m<sup>2<\/sup>"",""m<sup>3<\/sup>""]","","","","",""
"","6","Other:","","","","","",""
"4412.52.31.21","7","With a face ply of walnut (<u>Juglans</u> spp.)","[""m<sup>2<\/sup>"",""m<sup>3<\/sup>""]","","","","",""
"","7","Other:","","","","","",""
"4412.52.31.61","8","Not surface covered","[""m<sup>2<\/sup>"",""m<sup>3<\/sup>""]","","","","",""
"4412.52.31.75","8","Other","[""m<sup>2<\/sup>"",""m<sup>3<\/sup>""]","","","","",""
"4412.52.41.00","4","Other","[""m<sup>3<\/sup>""]","8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"4412.52.51.00","3","Other","[""m<sup>3<\/sup>""]","Free","","40%","",""
"4412.59","2","Other, with both outer plies of coniferous wood:","","","","","",""
"","3","Plywood:","","","","","",""
"","4","Not surface covered, or surface covered with a clear or transparent material which does not obscure the grain, texture or markings of the face ply:","","","","","",""
"4412.59.60.00","5","With a face ply of Parana pine (<u>Araucaria</u> <u>angustifolia</u>)","[""m<sup>3<\/sup>""]","Free","","40%","",""
"4412.59.70.00","5","With a face ply of European red pine (<u>Pinus silvestris</u>)","[""m<sup>3<\/sup>""]","3.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"4412.59.80.00","5","Other","[""m<sup>3<\/sup>""]","8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"4412.59.90.00","4","Other","[""m<sup>3<\/sup>""]","5.1%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"4412.59.95.00","3","Other","[""m<sup>3<\/sup>""]","Free","","40%","",""
"","1","Other:","","","","","",""
"4412.91","2","With at least one outer ply of tropical wood:","","","","","",""
"4412.91.06.00","3","Containing at least one layer of particle board","[""m<sup>3<\/sup>""]","Free","","40%","",""
"","3","Other:","","","","","",""
"","4","Plywood:","","","","","",""
"","5","Not surface covered, or surface covered with a clear or transparent material which does not obscure the grain, texture or markings of the face ply:","","","","","",""
"4412.91.10","6","With a face ply of birch (<u>Betula</u> spp.)","","Free","","50%","",""
"4412.91.10.20","7","Panels not exceeding in any dimension 3.6 mm in thickness, 1.2 m in width and 2.2 m in length","[""m<sup>3<\/sup>""]","","","","",""
"","7","Other:","","","","","",""
"4412.91.10.30","8","Not surface covered","[""m<sup>3<\/sup>""]","","","","",""
"4412.91.10.40","8","Other","[""m<sup>3<\/sup>""]","","","","",""
"4412.91.31","6","Other","","8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"4412.91.31.10","7","With a face ply of Spanish cedar (<u>Cedrela</u> spp.)","[""m<sup>3<\/sup>""]","","","","",""
"4412.91.31.20","7","With a face ply of walnut (<u>Juglans</u> spp.)","[""m<sup>3<\/sup>""]","","","","",""
"4412.91.31.30","7","With a face ply of sen (<u>Kalopanax</u> spp.)","[""m<sup>3<\/sup>""]","","","","",""
"4412.91.31.40","7","With a face ply of mahogany (<u>Swietenia</u> spp. or <u>Khaya</u> spp.)","[""m<sup>3<\/sup>""]","","","","",""
"","7","Other:","","","","","",""
"4412.91.31.50","8","Panels not exceeding in any dimension 3.6 mm in thickness, 1.2 m in width, and 2.2 m in length","[""m<sup>3<\/sup>""]","","","","",""
"4412.91.31.60","8","Other, not surface covered","[""m<sup>3<\/sup>""]","","","","",""
"4412.91.31.70","8","Other","[""m<sup>3<\/sup>""]","","","","",""
"4412.91.41.00","5","Other","[""m<sup>3<\/sup>""]","8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"4412.91.51","4","Other","","Free","","40%","",""
"4412.91.51.05","5","Wood flooring","[""m<sup>3<\/sup>""]","","","","",""
"4412.91.51.15","5","Other","[""m<sup>3<\/sup>""]","","","","",""
"4412.92","2","Other, with at least one outer ply of nonconiferous wood:","","","","","",""
"4412.92.07.00","3","Containing at least one layer of particle board","[""m<sup>3<\/sup>""]","Free","","40%","",""
"","3","Other:","","","","","",""
"","4","Plywood:","","","","","",""
"","5","Not surface covered, or surface covered with a clear or transparent material which does not obscure the grain, texture or markings of the face ply:","","","","","",""
"4412.92.11","6","With a face ply of birch (<u>Betula</u> spp.)","","Free","","50%","",""
"4412.92.11.20","7","Panels not exceeding in any dimension 3.6 mm in thickness, 1.2 m in width and 2.2 m in length","[""m<sup>3<\/sup>""]","","","","",""
"","7","Other:","","","","","",""
"4412.92.11.30","8","Not surface covered","[""m<sup>3<\/sup>""]","","","","",""
"4412.92.11.40","8","Other","[""m<sup>3<\/sup>""]","","","","",""
"4412.92.31","6","Other","","8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"4412.92.31.20","7","With a face ply of walnut (<u>Juglans</u> spp.)","[""m<sup>3<\/sup>""]","","","","",""
"","7","Other:","","","","","",""
"4412.92.31.50","8","Panels not exceeding in any dimension 3.6 mm in thickness, 1.2 m in width, and 2.2 m in length","[""m<sup>3<\/sup>""]","","","","",""
"4412.92.31.60","8","Other, not surface covered","[""m<sup>3<\/sup>""]","","","","",""
"4412.92.31.70","8","Other","[""m<sup>3<\/sup>""]","","","","",""
"4412.92.42.00","5","Other","[""m<sup>3<\/sup>""]","8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"4412.92.52","4","Other","","Free","","40%","",""
"4412.92.52.05","5","Wood flooring","[""m<sup>3<\/sup>""]","","","","",""
"4412.92.52.15","5","Other","[""m<sup>3<\/sup>""]","","","","",""
"4412.99","2","Other, with both outer plies of coniferous wood:","","","","","",""
"4412.99.58.00","3","Containing at least one layer of particle board","[""m<sup>3<\/sup>""]","Free","","40%","",""
"","3","Other:","","","","","",""
"","4","Plywood:","","","","","",""
"","5","Not surface covered, or surface covered with a clear or transparent material which does not obscure the grain, texture or markings of the face ply:","","","","","",""
"4412.99.61.00","6","With a face ply of Parana pine (<u>Araucaria</u> <u>angustifolia</u>)","[""m<sup>3<\/sup>""]","Free","","40%","",""
"4412.99.71.00","6","With a face ply of European red pine (<u>Pinus silvestris</u>)","[""m<sup>3<\/sup>""]","3.4%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"4412.99.81.00","6","Other","[""m<sup>3<\/sup>""]","8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"4412.99.91.00","5","Other","[""m<sup>3<\/sup>""]","5.1%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"4412.99.97.00","4","Other","[""m<sup>3<\/sup>""]","Free","","40%","",""
"4413.00.00.00","0","Densified wood, in blocks, plates, strips or profile shapes","[""kg""]","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"4414","0","Wooden frames for paintings, photographs, mirrors or similar objects:","","","","","",""
"4414.10.00.00","1","Of tropical wood","[""No.""]","3.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4414.90.00.00","1","Other","[""No.""]","3.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4415","0","Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums, of wood; pallets, box-pallets and other load boards, of wood; pallet collars of wood:","","","","","",""
"4415.10","1","Cases, boxes, crates, drums and similar packings; cable-drums:","","","","","",""
"4415.10.30.00","2","Packing boxes and cases with solid sides, lids and bottoms","[""No.""]","Free","","15%","",""
"4415.10.60.00","2","Containers designed for use in the harvesting of fruits and vegetables","[""No.""]","Free","","Free","",""
"4415.10.90.00","2","Other","[""No.""]","10.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4415.20","1","Pallets, box-pallets and other load boards; pallet collars:","","","","","",""
"4415.20.40.00","2","Containers designed for use in the harvesting of fruits and vegetables","[""No.""]","Free","","Free","",""
"4415.20.80.00","2","Other","[""No.""]","10.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4416.00","0","Casks, barrels, vats, tubs and other coopers' products and parts thereof, of wood, including staves:","","","","","",""
"4416.00.30","1","Casks, barrels and hogsheads","","Free","","15%","",""
"4416.00.30.10","2","New","[""No.""]","","","","",""
"","2","Used:","","","","","",""
"4416.00.30.20","3","Assembled (set up)","[""No.""]","","","","",""
"4416.00.30.30","3","Unassembled (knocked down)","[""No.""]","","","","",""
"4416.00.60","1","Staves and hoops; tight barrelheads of softwood","","Free","","Free","",""
"","2","New:","","","","","",""
"4416.00.60.10","3","Staves","[""No.""]","","","","",""
"4416.00.60.20","3","Hoops","[""No.""]","","","","",""
"4416.00.60.30","3","Tight barrelheads","[""No.""]","","","","",""
"","2","Used:","","","","","",""
"4416.00.60.40","3","Staves","[""No.""]","","","","",""
"4416.00.60.50","3","Other","[""No.""]","","","","",""
"4416.00.90","1","Other","","3.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4416.00.90.20","2","New","[""kg""]","","","","",""
"4416.00.90.40","2","Used","[""kg""]","","","","",""
"4417.00","0","Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe lasts and trees, of wood:","","","","","",""
"4417.00.20.00","1","Broom and mop handles, 1.9 cm or more in diameter and 97 cm or more in length","[""No.""]","Free","","33 1/3%","",""
"4417.00.40.00","1","Paint brush and paint roller handles","[""kg""]","Free","","33 1/3%","",""
"4417.00.60.00","1","Brush backs","[""No.""]","Free","","33 1/3%","",""
"4417.00.80","1","Other","","5.1%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4417.00.80.10","2","Tool handles","[""kg""]","","","","",""
"4417.00.80.90","2","Other","[""kg""]","","","","",""
"4418","0","Builders' joinery and carpentry of wood, including cellular wood panels and assembled flooring panels; shingles and shakes:","","","","","",""
"","1","Windows, French-windows and their frames:","","","","","",""
"4418.11.00.00","2","Of tropical wood","[""No.""]","3.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4418.19.00.00","2","Other","[""No.""]","3.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"","1","Doors and their frames and thresholds:","","","","","",""
"4418.21","2","Of tropical wood:","","","","","",""
"4418.21.40.00","3","French doors","[""No.""]","4.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4418.21.80","3","Other","","4.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4418.21.80.30","4","Flush doors","[""No.""]","","","","",""
"4418.21.80.60","4","Other","[""No.""]","","","","",""
"4418.29","2","Other:","","","","","",""
"4418.29.40.00","3","French doors","[""No.""]","4.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4418.29.80","3","Other","","4.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4418.29.80.30","4","Flush doors","[""No.""]","","","","",""
"4418.29.80.60","4","Other","[""No.""]","","","","",""
"4418.30.01.00","1","Posts and beams other than products of subheadings 4418.81 to 4418.89","[""kg""]","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4418.40.00.00","1","Formwork (shuttering) for concrete constructional work","[""kg""]","3.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4418.50.00","1","Shingles and shakes","","Free","","Free","",""
"","2","Shingles:","","","","","",""
"4418.50.00.10","3","Of western red cedar","[""square"",""kg""]","","","","",""
"4418.50.00.30","3","Other","[""square"",""kg""]","","","","",""
"4418.50.00.50","2","Other","[""square"",""kg""]","","","","",""
"","1","Assembled flooring panels:","","","","","",""
"4418.73","2","Of bamboo or with at least the top layer (wear layer) of bamboo:","","","","","",""
"","3","For mosaic floors:","","","","","",""
"4418.73.10.00","4","Solid","[""m<sup>2<\/sup>""]","Free","","33 1/3%","",""
"","4","Other:","","","","","",""
"4418.73.20.00","5","Having a face ply more than 6 mm in thickness","[""m<sup>2<\/sup>""]","Free","","33 1/3%","",""
"4418.73.30.00","5","Other","[""m<sup>2<\/sup>""]","8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"","3","Other, multilayer:","","","","","",""
"4418.73.40.00","4","Having a face ply more than 6 mm in thickness","[""m<sup>2<\/sup>""]","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"","4","Other:","","","","","",""
"4418.73.60.00","5","Of unidirectional bamboo","[""m<sup>2<\/sup>""]","Free","","40%","",""
"4418.73.70.00","5","Other","[""m<sup>2<\/sup>""]","5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"4418.73.90.00","3","Other","[""m<sup>2<\/sup>""]","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4418.74","2","Other, for mosaic floors:","","","","","",""
"4418.74.10.00","3","Solid","[""m<sup>2<\/sup>""]","Free","","33 1/3%","",""
"","3","Other:","","","","","",""
"4418.74.20.00","4","Having a face ply more than 6 mm in thickness","[""m<sup>2<\/sup>""]","Free","","33 1/3%","",""
"4418.74.90.00","4","Other","[""m<sup>2<\/sup>""]","8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"4418.75","2","Other, multilayer:","","","","","",""
"4418.75.40.00","3","Having a face ply more than 6 mm in thickness","[""m<sup>2<\/sup>""]","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4418.75.70.00","3","Other","[""m<sup>2<\/sup>""]","5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"4418.79.01.00","2","Other","[""m<sup>2<\/sup>""]","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"","1","Engineered structural timber products:","","","","","",""
"4418.81.00.00","2","Glue-laminated timber (glulam)","[""kg""]","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4418.82.00.00","2","Cross-laminated timber (CLT or X-lam)","[""kg""]","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4418.83.00.00","2","I-beams","[""kg""]","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4418.89.00.00","2","Other","[""kg""]","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"","1","Other:","","","","","",""
"4418.91","2","Of bamboo:","","","","","",""
"4418.91.10.00","3","Drilled or notched lumber studs","[""m<sup>3<\/sup>""]","Free","","$1.70/m<sup>3</sup>","",""
"4418.91.91","3","Other","","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4418.91.91.05","4","Wood flooring","[""m<sup>2<\/sup>"",""m<sup>3<\/sup>""]","","","","",""
"","4","Other:","","","","","",""
"4418.91.91.10","5","Arches, laminated","[""kg""]","","","","",""
"4418.91.91.20","5","Roof trusses","[""kg""]","","","","",""
"4418.91.91.40","5","Other fabricated structural wood members","[""kg""]","","","","",""
"4418.91.91.50","5","Prefabricated partitions and panels for buildings","[""kg""]","","","","",""
"4418.91.91.95","5","Other","[""kg""]","","","","",""
"4418.92.00.00","2","Cellular wood panels","[""kg""]","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4418.99","2","Other:","","","","","",""
"4418.99.10.00","3","Drilled or notched lumber studs","[""m<sup>3<\/sup>""]","Free","","$1.70/m<sup>3</sup>","",""
"4418.99.91","3","Other","","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4418.99.91.05","4","Wood flooring","[""m<sup>2<\/sup>"",""m<sup>3<\/sup>""]","","","","",""
"","4","Other:","","","","","",""
"4418.99.91.10","5","Arches, laminated","[""kg""]","","","","",""
"4418.99.91.20","5","Roof trusses","[""kg""]","","","","",""
"4418.99.91.40","5","Other fabricated structural wood members","[""kg""]","","","","",""
"4418.99.91.50","5","Prefabricated partitions and panels for buildings","[""kg""]","","","","",""
"4418.99.91.95","5","Other","[""kg""]","","","","",""
"4419","0","Tableware and kitchenware, of wood:","","","","","",""
"","1","Of bamboo:","","","","","",""
"4419.11.00.00","2","Bread boards, chopping boards and similar boards","[""No.""]","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4419.12.00.00","2","Chopsticks","[""kg""]","3.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4419.19","2","Other:","","","","","",""
"4419.19.10.00","3","Forks and spoons","[""kg""]","5.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4419.19.90.00","3","Other","[""kg""]","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4419.20","1","Of tropical wood:","","","","","",""
"4419.20.10.00","2","Forks and spoons","[""kg""]","5.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4419.20.90.00","2","Other","[""kg""]","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4419.90","1","Other:","","","","","",""
"4419.90.11.00","2","Forks and spoons","[""kg""]","5.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4419.90.91.00","2","Other","[""kg""]","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4420","0","Wood marquetry and inlaid wood; caskets and cases for jewelry or cutlery and similar articles, of wood; statuettes and other ornaments, of wood; wooden articles of furniture not falling within chapter 94:","","","","","",""
"","1","Statuettes and other ornaments:","","","","","",""
"4420.11.00","2","Of tropical wood","","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4420.11.00.10","4","Of mango wood (<i>Mangifera spp.)</i>","[""No.""]","","","","",""
"4420.11.00.30","4","Of teak (<i>Tectona spp.</i>)","[""No.""]","","","","",""
"4420.11.00.90","4","Other","[""No.""]","","","","",""
"4420.19.00.00","2","Other","[""No.""]","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4420.90","1","Other:","","","","","",""
"","2","Jewelry boxes, silverware chests, cigar and cigarette boxes, microscope cases, tool or utensil cases and similar boxes, cases and chests, all the foregoing of wood:","","","","","",""
"4420.90.20.00","3","Cigar and cigarette boxes","[""No.""]","Free","","60%","",""
"","3","Other:","","","","","",""
"4420.90.45.00","4","Not lined with textile fabrics","[""No.""]","4.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4420.90.65.00","4","Lined with textile fabrics","[""kg"",""No.""]","Free","","11¢/kg + 20%","",""
"4420.90.80.00","2","Other","[""No.""]","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4421","0","Other articles of wood:","","","","","",""
"4421.10.00.00","1","Clothes hangers","[""hundreds""]","3.2%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4421.20","1","Coffins:","","","","","",""
"4421.20.10.00","2","Of bamboo","[""No.""]","3.3%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4421.20.20.00","2","Other","[""No.""]","3.3%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"","1","Other:","","","","","",""
"4421.91","2","Of bamboo:","","","","","",""
"","3","Wood dowel pins:","","","","","",""
"4421.91.10.00","4","Plain","[""m""]","Free","","5%","",""
"4421.91.20.00","4","Sanded, grooved or otherwise advanced in condition","[""m""]","4.9%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"","3","Wood blinds, shutters, screens and shades, all the foregoing with or without their hardware:","","","","","",""
"4421.91.30.00","4","Consisting of wooden frames in the center of which are fixed louver boards or slats, with or without their hardware","[""No.""]","10.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4421.91.40.00","4","Other","[""No.""]","5.1%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
